StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2_1,Q3,Q4_1,Q5,Q8_1,Q8_2,Q8_3,Q11,Q12,Q13,Q14_1,Q15,Q16,Q16_3_TEXT,InstagramVersion,MenuVersion,Q12 - Topics,Q12 - Parent Topics,Q12 - Topic Hierarchy Level 1
2024-11-11 01:11:12,2024-11-11 01:13:38,IP Address,100,145,True,2024-11-11 01:13:38,R_7Ocafjf1IdgesA3,anonymous,EN,Neither agree nor disagree,Opportunities to try a wider variety of food options.,Somewhat agree,No,Somewhat disagree,Somewhat agree,Somewhat agree,10,carne asada and pescado,Looks pretty good to me,2,1st Year,Male,,A,B,Unknown,,
2024-11-12 15:37:14,2024-11-12 15:39:34,IP Address,100,140,True,2024-11-12 15:39:35,R_7CpA8pnTuJFxy1T,anonymous,EN,Somewhat agree,Opportunities to try a wider variety of food options.,Disagree,No,Somewhat disagree,Somewhat disagree,Somewhat disagree,15,ADI,"I like that there’s meat, seafood, and non meat options ",3,1st Year,Female,,B,A,Unknown,,
2024-11-12 15:42:49,2024-11-12 15:47:05,IP Address,100,255,True,2024-11-12 15:47:05,R_7qygAhVLxwRLEcw,anonymous,EN,Somewhat disagree,Special promotions or discounts.,Somewhat agree,No,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,15,"I would get a chicken taco, a shrimp taco, and a carne asada taco","I think the options avalible are good. I like that they have classic options but also interesting ones. As someone who has been to tacovere, I do not think the branding of their menu matches their vibes. It feels like they are trying to be edgy when I feel like the vibe in the restaurant is a bit more warm and has a friendly atmosphere.",2,4th Year,Female,,A,A,Unknown,,
2024-11-13 11:07:04,2024-11-13 11:10:25,IP Address,100,201,True,2024-11-13 11:10:26,R_1FqrV2Dbe6OLT54,anonymous,EN,Somewhat disagree,Community interaction online.,Somewhat agree,No,Strongly disagree,Strongly disagree,Strongly disagree,5,Grilled Chiken,nice,1,3rd Year,Female,,A,B,Unknown,,
2024-11-13 13:20:13,2024-11-13 13:21:00,IP Address,100,46,True,2024-11-13 13:21:01,R_7cPfAwvJ3ACzHsl,anonymous,EN,Somewhat agree,Special promotions or discounts.,Somewhat disagree,No,Somewhat agree,Somewhat disagree,Somewhat agree,8,Chicken,I like them they all seem good,2,1st Year,Male,,B,A,Unknown,,
2024-11-13 13:19:45,2024-11-13 13:21:14,IP Address,100,89,True,2024-11-13 13:21:15,R_1liqikuFUAjqYlH,anonymous,EN,Disagree,Opportunities to try a wider variety of food options.,Somewhat disagree,Yes,Somewhat agree,Neither agree nor disagree,Strongly disagree,5,"Grilled chicken ",I like them because there is a variety and they are cheap.,3,1st Year,Male,,A,B,Unknown,,
2024-11-13 13:19:35,2024-11-13 13:21:50,IP Address,100,135,True,2024-11-13 13:21:51,R_3rZasWB2vveB8R3,anonymous,EN,Somewhat agree,Seeing a targeted advertisement on social media.,Somewhat agree,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,10,Shrimp,"The prices seems reasonable ",2,1st Year,Male,,A,B,Unknown,,
2024-11-13 13:19:34,2024-11-13 13:21:56,IP Address,100,141,True,2024-11-13 13:21:56,R_5hG87ttzhX2jcrX,anonymous,EN,Neither agree nor disagree,Special promotions or discounts.,Neither agree nor disagree,No,,Somewhat disagree,Neither agree nor disagree,13,AFK,the menu has good variety and a good price at bottom,,1st Year,Male,,B,A,Unknown,,
2024-11-13 13:20:16,2024-11-13 13:22:08,IP Address,100,112,True,2024-11-13 13:22:09,R_1lEtJ71hZYZUL4z,anonymous,EN,Somewhat disagree,Opportunities to try a wider variety of food options.,Agree,Yes,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,10,Shrimp and grilled chicken,I feel good about the options. There is a good variety and looks like a good Mexican restaurant.,3,1st Year,Male,,B,B,Unknown,,
2024-11-13 13:19:37,2024-11-13 13:22:09,IP Address,100,151,True,2024-11-13 13:22:09,R_1YxnoCPUsIXBFEK,anonymous,EN,Somewhat agree,Seeing a targeted advertisement on social media.,Agree,No,Somewhat agree,Somewhat agree,Somewhat agree,15,3 carne asadas,"Bunch of solid options. ",4,1st Year,Male,,B,B,Unknown,,
2024-11-13 13:19:46,2024-11-13 13:22:37,IP Address,100,170,True,2024-11-13 13:22:38,R_5W5y0RgUWIt347n,anonymous,EN,Agree,Special promotions or discounts.,Agree,No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,15,the carne asafa,I think the menu is very well priced and offers a lot of variety and different food options,2,1st Year,Male,,B,A,Unknown,,
2024-11-13 13:19:33,2024-11-13 13:22:37,IP Address,100,184,True,2024-11-13 13:22:38,R_31YN0cjY5gTzhiN,anonymous,EN,Strongly agree,Community interaction online.,Somewhat agree,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,10,"Grilled chicken ",Very cheap and a good amount of options,1,1st Year,Male,,B,B,Unknown,,
2024-11-13 13:19:38,2024-11-13 13:23:20,IP Address,100,221,True,2024-11-13 13:23:21,R_1VygdxJYFnznoyt,anonymous,EN,Somewhat disagree,Special promotions or discounts.,Somewhat agree,No,Somewhat agree,Somewhat agree,Somewhat disagree,12,"C, E, H","I like the options because of how diverse they are. For example, there is almost every type of meat that you would typically see in a taco on the menu.",3,1st Year,Male,,A,A,Unknown,,
2024-11-13 13:19:34,2024-11-13 13:23:43,IP Address,100,248,True,2024-11-13 13:23:43,R_3TxZw731Y8pmDiV,anonymous,EN,Agree,Opportunities to try a wider variety of food options.,Somewhat agree,No,Strongly agree,Somewhat agree,Somewhat agree,15,"Carnitas, Carne Asada, and shrimp tacos",I love the wide variety of meats and different tacos. The Mix and Match deal is very smart and persuades the customer into getting 3 tacos.,2,1st Year,Male,,B,A,Unknown,,
2024-11-13 13:19:37,2024-11-13 13:23:52,IP Address,100,254,True,2024-11-13 13:23:52,R_5eWhsmJRNGU5jOp,anonymous,EN,Somewhat agree,Seeing a targeted advertisement on social media.,Neither agree nor disagree,No,Somewhat agree,Somewhat agree,Somewhat disagree,10,"shrimp, carne asada","good verity, sticks to a certain theme that will make the restaurant stand out and appeal to a smaller target audience .",4,1st Year,Male,,A,B,Unknown,,
2024-11-08 12:08:43,2024-11-13 13:24:20,IP Address,100,436536,True,2024-11-13 13:24:20,R_1VknPWOB73tfunD,anonymous,EN,Somewhat agree,Opportunities to try a wider variety of food options.,Agree,No,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,13,The mix&match of 2 A’s and 1 B.,"Personally, only the chicken, carnitas and mole are sticking out to me but I like all the toppings that compliment the tacos.",2,1st Year,Male,,A,A,Unknown,,
2024-11-13 13:21:40,2024-11-13 13:24:42,IP Address,100,181,True,2024-11-13 13:24:42,R_1dpgs4LrZLyNAh1,anonymous,EN,Agree,Seeing a targeted advertisement on social media.,Somewhat agree,No,Strongly agree,Strongly agree,Strongly agree,14,3 fish tacos,i think it has good selection and i’m intrigued to come try it out,7,1st Year,Male,,A,B,Unknown,,
2024-11-13 13:23:26,2024-11-13 13:26:06,IP Address,100,160,True,2024-11-13 13:26:07,R_1z5l4km6ERLQSBj,anonymous,EN,Somewhat agree,Opportunities to try a wider variety of food options.,Somewhat disagree,No,Somewhat disagree,Somewhat agree,Somewhat agree,5,"Carne asada ","Good option for a taco spot. It is a little expensive ",2,1st Year,Male,,A,A,Unknown,,
2024-11-08 12:47:47,2024-11-13 13:27:25,IP Address,100,434378,True,2024-11-13 13:27:26,R_7L4N96Mt3A3NinD,anonymous,EN,Agree,Opportunities to try a wider variety of food options.,Agree,Yes,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,13,Mix and Match,"Decent amount of options, not super interesting choices though",3,1st Year,Male,,B,A,Unknown,,
2024-11-13 13:32:25,2024-11-13 13:35:25,IP Address,100,180,True,2024-11-13 13:35:25,R_3KOdSF6lAp7NFoF,anonymous,EN,Agree,Opportunities to try a wider variety of food options.,Agree,Yes,Strongly agree,Strongly agree,Strongly agree,10,"Shrimp and carnitas ","I feel there is a good variety of options to choose from. Priced at a good cost which may persuade customers to come more ",2,1st Year,Male,,B,B,Unknown,,
2024-11-13 13:43:39,2024-11-13 13:46:11,IP Address,100,151,True,2024-11-13 13:46:13,R_3Mg29lLGtaiQ9rX,anonymous,EN,Somewhat disagree,Seeing a targeted advertisement on social media.,Somewhat agree,No,Strongly disagree,Strongly disagree,Strongly disagree,20,"1 grilled chicken 3 carnitas ","They look really good. ",2,2nd Year,Male,,A,A,Unknown,,
2024-11-13 13:47:50,2024-11-13 13:50:19,IP Address,100,148,True,2024-11-13 13:50:19,R_5wqzE2Di4MIKzUB,anonymous,EN,Strongly agree,Opportunities to try a wider variety of food options.,Somewhat agree,Yes,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,10,"Carnitas ",Pretty decent options cheap food,3,1st Year,Male,,A,B,Unknown,,
2024-11-13 13:50:51,2024-11-13 13:52:19,IP Address,100,88,True,2024-11-13 13:52:20,R_7SCbZEPw5U49qbM,anonymous,EN,Agree,Opportunities to try a wider variety of food options.,Somewhat agree,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,13,The mix and match tacos,"Basic ",7,1st Year,Male,,B,A,Unknown,,
2024-11-13 13:52:59,2024-11-13 13:55:47,IP Address,100,167,True,2024-11-13 13:55:48,R_3YPPL9w7BDIRpet,anonymous,EN,Somewhat agree,Seeing a targeted advertisement on social media.,Neither agree nor disagree,Yes,Neither agree nor disagree,Strongly disagree,Strongly disagree,5,Carne asada,Carne asada stood out,,1st Year,Male,,A,B,Unknown,,
2024-11-13 14:02:09,2024-11-13 14:04:11,IP Address,100,122,True,2024-11-13 14:04:12,R_39hJ9w3fhgDtBIe,anonymous,EN,Neither agree nor disagree,Special promotions or discounts.,Neither agree nor disagree,No,Strongly disagree,Somewhat disagree,Strongly disagree,10,"A,E","There’s a good amount of options, not a lot appeal to me though ",0,1st Year,Male,,B,B,Unknown,,
2024-11-13 14:13:17,2024-11-13 14:15:15,IP Address,100,117,True,2024-11-13 14:15:16,R_7a9qz9Ngs0v3m2w,anonymous,EN,Agree,Opportunities to try a wider variety of food options.,Neither agree nor disagree,No,Somewhat agree,Somewhat agree,Somewhat agree,13,"Carnitas, grilled chicken, and shrimp ","It’s got a lot of variety ",2,1st Year,Male,,A,A,Unknown,,
2024-11-13 17:54:11,2024-11-13 17:57:19,IP Address,100,188,True,2024-11-13 17:57:20,R_51bwHa4aXNabJLN,anonymous,EN,Somewhat agree,Seeing a targeted advertisement on social media.,Neither agree nor disagree,No,Somewhat agree,Somewhat agree,Somewhat agree,5,"A. Grilled chicken ",I feel like the names for the food need to be changed especially if they want it sound authentic.,1,2nd Year,Female,,A,A,Unknown,,
2024-11-13 17:51:32,2024-11-13 17:59:15,IP Address,100,463,True,2024-11-13 17:59:15,R_5cnti3t088VSy4N,anonymous,EN,Somewhat agree,Seeing a targeted advertisement on social media.,Neither agree nor disagree,No,Somewhat agree,Neither agree nor disagree,Somewhat disagree,12,Maybe grilled chicken.,"I’m very picky, so I would ask to order food pretty plain. I also have allergies, so shrimp being on the menu is a consideration for me.",1,3rd Year,Female,,B,B,Unknown,,
2024-11-13 18:23:33,2024-11-13 18:27:58,IP Address,100,265,True,2024-11-13 18:27:59,R_6PYTK9T4adUDHOC,anonymous,EN,Somewhat disagree,Special promotions or discounts.,Somewhat agree,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,5,Mole Verde,"The options seem unique, like a mix of Western U.S and traditional Mexican cuisine. The selection feels high quality.",1,4th Year,Male,,B,A,Unknown,,
2024-11-13 18:27:03,2024-11-13 18:29:44,IP Address,100,161,True,2024-11-13 18:29:44,R_6rkIBwrfuboJpUg,anonymous,EN,Somewhat disagree,Community interaction online.,Neither agree nor disagree,Yes,Somewhat agree,Somewhat agree,Somewhat agree,6,Tofu taco,"It’s fine, I’m personally a picky eater so not a lot of options for me ",2,2nd Year,Female,,A,A,Unknown,,
2024-11-13 18:42:50,2024-11-13 18:45:14,IP Address,100,143,True,2024-11-13 18:45:14,R_3Pti2NFS4ZqnEf7,anonymous,EN,Somewhat agree,Special promotions or discounts.,Disagree,No,Somewhat agree,Somewhat agree,Strongly agree,,,,2,3rd Year,Male,,A,A,,,
2024-11-13 18:50:52,2024-11-13 18:53:37,IP Address,100,164,True,2024-11-13 18:53:38,R_5IMXgcP1fJdEcnc,anonymous,EN,Somewhat disagree,Special promotions or discounts.,Somewhat disagree,No,Strongly agree,Somewhat agree,Strongly agree,20,2 pescado 2 shrimp,"Options look good but per taco pricing is hurting me ",2,3rd Year,Male,,B,B,Unknown,,
2024-11-14 11:40:11,2024-11-14 11:41:49,IP Address,100,97,True,2024-11-14 11:41:49,R_6sEzl3SwWxFG1c5,anonymous,EN,Agree,Opportunities to try a wider variety of food options.,Strongly agree,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4,pork chorizo,I think the prices are very good. You definitely get what you pay for,1,1st Year,Male,,B,B,Unknown,,
2024-11-14 11:52:53,2024-11-14 11:55:57,IP Address,100,183,True,2024-11-14 11:55:57,R_52vITtSrzq8GTiF,anonymous,EN,Strongly agree,Community interaction online.,Agree,No,Somewhat disagree,Somewhat disagree,Somewhat disagree,11,Mole and Carnita,"Options are kinda mid. By the style of menu, or even having a menu at all tells me this taco spot is not it.",1,4th Year,Male,,A,A,Unknown,,
2024-11-13 18:04:50,2024-11-14 12:29:07,IP Address,100,66256,True,2024-11-14 12:29:07,R_1gqeGwyVqOSlQ3S,anonymous,EN,Somewhat agree,Opportunities to try a wider variety of food options.,Somewhat agree,No,Somewhat disagree,Somewhat disagree,Somewhat disagree,5,Mushroom,There should be more plant based options,1,3rd Year,Female,,B,B,Unknown,,
2024-11-14 17:40:08,2024-11-14 17:43:49,IP Address,100,221,True,2024-11-14 17:43:49,R_1R6Ma8PMvbcnesF,anonymous,EN,Somewhat disagree,Special promotions or discounts.,Agree,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,15,3 Carne Asada,A variety of quality options that appeal to a wide variety of taste palettes,2,1st Year,Male,,A,B,Unknown,,
2024-11-08 10:46:50,2024-11-08 10:46:53,IP Address,6,2,False,2024-11-15 10:47:01,R_2E10WlnxMCCI31S,anonymous,EN,,,,,,,,,,,,,,,,,,,
2024-11-08 10:48:17,2024-11-08 10:48:21,IP Address,6,4,False,2024-11-15 10:48:22,R_5TXEnpGkTh0t1Bq,anonymous,EN,,,,,,,,,,,,,,,,,,,
2024-11-08 10:53:01,2024-11-08 10:54:55,IP Address,50,113,False,2024-11-15 10:54:55,R_7NJxiOy40nXwRDy,anonymous,EN,Neither agree nor disagree,Special promotions or discounts.,Somewhat agree,Yes,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,,A,B,,,
2024-11-08 10:55:05,2024-11-08 10:55:25,IP Address,19,20,False,2024-11-15 10:55:32,R_5frwuwSPnjAq7VD,anonymous,EN,Somewhat disagree,Seeing a targeted advertisement on social media.,,,,,,,,,,,,,,,,,
2024-11-08 10:55:16,2024-11-08 10:56:30,IP Address,50,73,False,2024-11-15 10:56:36,R_5Hwv2pzQBhUh2CS,anonymous,EN,Somewhat agree,Opportunities to try a wider variety of food options.,Neither agree nor disagree,Yes,Strongly disagree,Somewhat disagree,Somewhat agree,,,,,,,,A,A,,,
2024-11-08 11:06:10,2024-11-08 11:07:09,IP Address,50,57,False,2024-11-15 11:07:50,R_7P2f6wp0XUhro3l,anonymous,EN,Somewhat agree,Opportunities to try a wider variety of food options.,Agree,Yes,Strongly agree,Strongly agree,Strongly agree,,,,,,,,B,A,,,
2024-11-08 11:51:00,2024-11-08 11:51:43,IP Address,50,42,False,2024-11-15 11:51:45,R_3qs6O5RoL4Ts7R2,anonymous,EN,Somewhat agree,Seeing a targeted advertisement on social media.,Somewhat agree,Yes,Somewhat disagree,Somewhat disagree,Strongly agree,,,,,,,,A,A,,,
2024-11-08 12:03:29,2024-11-08 12:07:23,IP Address,50,233,False,2024-11-15 12:08:21,R_19mejebkl696WjL,anonymous,EN,Agree,Opportunities to try a wider variety of food options.,Somewhat agree,No,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,B,B,,,
2024-11-08 13:00:00,2024-11-08 13:01:42,IP Address,50,101,False,2024-11-15 13:01:45,R_5ASV3mOAPncdWe6,anonymous,EN,Somewhat agree,Special promotions or discounts.,Neither agree nor disagree,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,,,,,,,A,B,,,
2024-11-17 22:18:29,2024-11-17 22:26:23,IP Address,100,473,True,2024-11-17 22:26:24,R_1dmpy3mIH3Jh5mM,anonymous,EN,Agree,Special promotions or discounts.,Somewhat agree,No,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,20,"G, J, L","Interesting options, I'm not a super adventurous eater but I feel like a foodie would love this place. Good value too. ",2,3rd Year,Male,,B,A,Unknown,,
2024-11-17 22:26:33,2024-11-17 22:29:02,IP Address,100,148,True,2024-11-17 22:29:02,R_3fkQ4qyOfAc847x,anonymous,EN,Strongly agree,Seeing a targeted advertisement on social media.,Agree,No,Strongly agree,Strongly agree,Somewhat agree,10,2 tacos,"Expensive, but looks okay. Very pricy!!",3,2nd Year,Female,,A,B,Unknown,,
2024-11-13 18:30:59,2024-11-13 18:33:10,IP Address,50,130,False,2024-11-17 22:29:39,R_6hFiWFiVHHP4FUR,anonymous,EN,Strongly agree,Special promotions or discounts.,Strongly agree,Yes,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,,,,,,,,B,B,,,
2024-11-13 21:52:29,2024-11-13 21:52:50,IP Address,6,20,False,2024-11-17 22:29:39,R_616DtoWCyq2sxup,anonymous,EN,,,,,,,,,,,,,,,,,,,
2024-11-10 23:14:14,2024-11-10 23:16:37,IP Address,50,142,False,2024-11-17 22:29:43,R_5Rpuz4aMr65YnMB,anonymous,EN,Neither agree nor disagree,Opportunities to try a wider variety of food options.,Agree,No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,B,B,,,
2024-11-13 18:28:07,2024-11-13 18:28:30,IP Address,6,22,False,2024-11-17 22:29:44,R_7pXRR3UINJdGaDi,anonymous,EN,Neither agree nor disagree,Special promotions or discounts.,,,,,,,,,,,,,,,,,
2024-11-13 21:55:08,2024-11-13 21:57:06,IP Address,50,117,False,2024-11-17 22:29:44,R_7IhpCCJlkJAufQz,anonymous,EN,Somewhat disagree,Seeing a targeted advertisement on social media.,Neither agree nor disagree,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,A,A,,,
